,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent,predicted_price
276,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,Dos,21599000.0,21399000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i3 1115G4 رم 12GB حافظه 512GB SSD گرافیک 2GB,VivoBook R565EP Core i3 1115G4 12GB 512GB SSD 2GB MX330 Full HD Laptop,0.93,20203982.5
278,1.7,نوت بوک (لپ تاپ),15.6,oled,1080 * 1920,AMD,Ryzen 5,Ryzen 5 4600H,8.0,1024.0,SSD,SSD NVMe,AMD,radeonrx6600m,,25399000.0,25264000.0,لپ تاپ ایسوس 15.6 اینچی مدل Vivobook 15X OLED M1503IA پردازنده Ryzen 5 رم 8GB حافظه 1TB SSD گرافیک AMD,Vivobook 15X OLED M1503IA Ryzen 5 4600H 8GB 1TB SSD AMD Full HD Laptop,0.53,73650330.0
279,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,20.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,Dos,22999000.0,22884000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i3 1115G4 رم 20GB حافظه 512GB SSD گرافیک 2GB,VivoBook R565EP Core i3 1115G4 20GB 512GB SSD 2GB MX330 Full HD Laptop,0.5,20279807.5
280,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,AMD,Ryzen 7,Ryzen 7 6800H,8.0,1024.0,SSD,SSD NVMe,Nvidia,rtx3050,,48899000.0,48749000.0,لپ تاپ ایسوس 15.6 اینچی مدل ROG Strix G513RC پردازنده Ryzen 7 6800H رم 8GB حافظه 1TB SSD گرافیک 4GB RTX3050,ROG Strix G15 G513RC Ryzen 7 6800H 8GB 1TB SSD 4GB RTX3050 Full HD Laptop,0.31,78111510.0
281,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i7,i7 1165G7,24.0,1024.0,SSD,SSD NVMe,Nvidia,geforcemx330,,36999000.0,36889000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i7 1165G7 رم 24GB حافظه 1TB SSD گرافیک 2GB,VivoBook R565EP Core i7 1165G7 24GB 1TB SSD 2GB Full HD Laptop,0.3,33478809.64285714
282,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,16.0,528.0,SSD,SSD NVMe,Nvidia,geforcertx2050,,37999000.0,37814000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HF پردازنده Core i5 11400H رم 16GB حافظه 512GB SSD گرافیک 4GB RTX2050,TUF Gaming FX506HF Core i5 11400H 16GB 512GB SSD 4GB RTX2050 Full HD Laptop,0.49,38569252.5
283,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,16.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx2050,,39599000.0,39249000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HF پردازنده Core i5 11400H رم 16GB حافظه 1TB SSD گرافیک 4GB RTX2050,TUF Gaming FX506HF Core i5 11400H 16GB 1TB SSD 4GB RTX2050 Full HD Laptop,0.88,38525882.5
284,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,8.0,528.0,SSD,SSD NVMe,Nvidia,geforcertx2050,,36899000.0,36749000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HF پردازنده Core i5 11400H رم 8GB حافظه 512GB SSD گرافیک 4GB RTX2050,TUF Gaming FX506HF Core i5 11400H 8GB 512GB SSD 4GB RTX2050 Full HD Laptop,0.41,39156727.5
285,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i7,i7 1165G7,24.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,,35799000.0,35689000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i7 1165G7 رم 24GB حافظه 512GB SSD گرافیک 2GB,VivoBook R565EP Core i7 1165G7 24GB 512GB SSD 2GB Full HD Laptop,0.31,33448117.14285714
306,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,i3-1215U,12.0,1024.0,SSD,SSD NVMe,Intel,uhd,,20399000.0,20274000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook X1502ZA پردازنده Core i3 1215U رم 12GB حافظه 1TB SSD گرافیک Intel,ASUS VivoBook X1502ZA Corei3 1215U 12GB 1TB  SSD Intel Full HD Laptop,0.61,18434310.0
307,1.6,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Ryzen 7,Ryzen 7 5800H,16.0,528.0,SSD,,Nvidia,rtx3050,,43799000.0,43649000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook Pro 15 OLED D3500QC  پردازنده Ryzen 7 5800H رم 16GB حافظه 512GB SSD گرافیک 4GB 3050,ASUS VivoBook Pro 15 OLED D3500QC Ryzen 7 5800H 16GB 512GB SSD 4GB 3050 Full HD Laptop,0.34,79119910.0
308,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,i5-1155G7,4.0,256.0,SSD,SSD NVMe,Nvidia,geforcemx330,,20699000.0,20499000.0,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i3 1115G4 رم 4GB حافظه 256GB SSD گرافیک 2GB,X515EP Core i3 1115G4 4GB 256GB SSD 2GB MX330 FHD Laptop,0.97,25365457.5
314,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,32.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx2050,,41599000.0,41419000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HF پردازنده Core i5 11400H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX2050,TUF Gaming FX506HF Core i5 11400H 32GB 1TB SSD 4GB RTX2050 Full HD Laptop,0.43,46117252.5
315,2.5,نوت بوک (لپ تاپ),17.3,ips,1080 * 1920,AMD,Ryzen 9,Ryzen 9 6900HX,32.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx3060,,69799000.0,69514000.0,لپ تاپ ایسوس 17.3 اینچی مدل ROG Strix G713RM-KH071 پردازنده Ryzen 9 رم 32GB حافظه 1TB SSD گرافیک 6GB 3060,ROG Strix G713RM-KH071 Ryzen 9 6900HX 32GB 1TB SSD 6GB RTX 3060 FHD Laptop,0.41,130429880.0
316,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,i5-1155G7,12.0,256.0,SSD,SSD NVMe,Nvidia,geforcemx330,,21899000.0,21784000.0,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i3 1115G4 رم 12GB حافظه 256GB SSD گرافیک 2GB,X515EP Core i3 1115G4 12GB 256GB SSD 2GB MX330 FHD Laptop,0.53,26514517.5
317,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,32.0,528.0,SSD,SSD NVMe,Nvidia,geforcertx2050,,39699000.0,39519000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HF پردازنده Core i5 11400H رم 32GB حافظه 512GB SSD گرافیک 4GB RTX2050,TUF Gaming FX506HF Core i5 11400H 32GB 512GB SSD 4GB RTX2050 Full HD Laptop,0.45,46164132.5
320,1.7,نوت بوک (لپ تاپ),16.0,wuxga,1200*1920,INTEL,Core i5,i5 - 1235U,16.0,1024.0,SSD,SSD NVMe,Intel,irisplus,,30299000.0,30189000.0,لپ تاپ ایسوس 16 اینچی مدل VivoBook R1605ZA پردازنده Core i5 رم 16GB حافظه 1TB SSD گرافیک INTEL,VivoBook R1605ZA Core i5 1235U 16GB 1TB SSD INTEL WUXGA Laptop,0.36,51080610.0
321,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,2048.0,SSD,SSD NVMe,Nvidia,rtx3050,,52599000.0,52449000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZC پردازنده Core i5 12500H رم 32GB حافظه 2TB SSD گرافیک 4GB RTX3050,TUF Gaming FX507ZC Core i5 12500H 32GB 2TB SSD 4GB RTX3050 Full HD Laptop,0.29,49329230.0
322,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i7,i7 1165G7,24.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,,32699000.0,32549000.0,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i7 1165G7 رم 24GB حافظه 512GB SSD گرافیک 2GB,X515EP Core i7 1165G7 24GB 512GB SSD 2GB MX330 FHD Laptop,0.46,33448117.14285714
323,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5 12500H,32.0,1024.0,SSD,SSD NVMe,Nvidia,rtx3050,,49989000.0,49809000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZC پردازنده Core i5 12500H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX3050,TUF Gaming FX507ZC Core i5 12500H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop,0.36,49329230.0
325,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-12700H,16.0,528.0,SSD,SSD NVMe,Nvidia,geforcertx4060,,66399000.0,66249000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZV4 پردازنده Core i7 12700H رم 16GB حافظه 512GB SSD گرافیک 8GB RTX4060,TUF Gaming FX507ZV4 Core i7 12700H 16GB 512GB SSD 8GB RTX4060 FHD Laptop,0.23,40539709.64285714
326,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i7,i7 1165G7,24.0,1024.0,SSD,SSD NVMe,Nvidia,geforcemx330,,34299000.0,34174000.0,لپ تاپ ایسوس 15.6 اینچی مدل X515EP پردازنده Core i7 1165G7 رم 24GB حافظه 1TB SSD گرافیک 2GB,X515EP Core i7 1165G7 24GB 1TB SSD 2GB MX330 FHD Laptop,0.36,33478809.64285714
327,2.5,نوت بوک (لپ تاپ),18.0,ips,1600 * 2560,INTEL,Core i9,i9 13980HX,32.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx4080,,,175200000.0,لپ تاپ ایسوس 18 اینچی مدل ROG Strix G18 G814JZ پردازنده Core i9 رم 32GB حافظه 1TB SSD گرافیک 12GB 4080,ROG Strix G18 G814JZ Core i9 13980HX 32GB 1TB SSD 12GB 4080 WQXGA Laptop,0.0,95320467.5
328,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-12700H,16.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx4060,,67699000.0,67514000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZV4 پردازنده Core i7 12700H رم 16GB حافظه 1TB SSD گرافیک 8GB RTX4060,TUF Gaming FX507ZV4 Core i7 12700H 16GB 1TB SSD 8GB RTX4060 FHD Laptop,0.27,40500429.64285714
329,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-12700H,32.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx4060,,71999000.0,71864000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZV4 پردازنده Core i7 12700H رم 32GB حافظه 1TB SSD گرافیک 8GB RTX4060,TUF Gaming FX507ZV4 Core i7 12700H 32GB 1TB SSD 8GB RTX4060 FHD Laptop,0.19,48056842.5
330,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,,26699000.0,26514000.0,لپ تاپ ایسوس 15.6 اینچی مدل X1500EP پردازنده Core i5 1135G7 رم 8GB حافظه 512GB SSD گرافیک 2GB,X1500EP Core i5 1135G7 8GB 512GB SSD 2GB MX330 FHD Laptop,0.69,30405307.5
331,2.5,نوت بوک (لپ تاپ),18.0,ips,1600 * 2560,INTEL,Core i9,i9 13980HX,16.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx4080,,,170200000.0,لپ تاپ ایسوس 18 اینچی مدل ROG Strix G18 G814JZ پردازنده Core i9 رم 16GB حافظه 1TB SSD گرافیک 12GB 4080,ROG Strix G18 G814JZ Core i9 13980HX 16GB 1TB SSD 12GB 4080 WQXGA Laptop,0.0,87681254.64285713
332,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,i3-1215U,12.0,256.0,SSD,SSD NVMe,Intel,uhd,,18199000.0,18089000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook X1502ZA پردازنده Core i3 1215U رم 12GB حافظه 256GB SSD گرافیک Intel,ASUS VivoBook X1502ZA Corei3 1215U 12GB 256GB SSD Intel Full HD Laptop,0.6,18010100.0
352,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-13420H,8.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,Microsoft Windows 11,41000000.0,40600000.0,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1093DX پردازنده Core i5-13420H رم 8GB حافظه 512GB SSD گرافیک 6GB,HP Victus 15-FA1093DX Core i5-13420H 8GB 512GB SSD 6GB 3050 FHD Laptop,0.98,43872180.0
353,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-13420H,16.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,,42900000.0,42400000.0,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1093DX پردازنده Core i5-13420H رم 16GB حافظه 512GB SSD گرافیک 6GB,HP Victus 15-FA1093DX Core i5-13420H 16GB 512GB SSD 6GB 3050 FHD Laptop,1.17,43270830.0
354,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-13420H,8.0,1024.0,SSD,SSD NVMe,Nvidia,rtx3050,,,42100000.0,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1093DX پردازنده Core i5-13420H رم 8GB حافظه 1TB SSD گرافیک 6GB,HP Victus 15-FA1093DX Core i5-13420H 8GB 1TB SSD 6GB 3050 FHD Laptop,0.0,43593300.0
357,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-13420H,16.0,1024.0,SSD,SSD NVMe,Nvidia,rtx3050,,,43650000.0,لپ تاپ اچ پی 15.6 اینچی مدل Victus 15-FA1093DX پردازنده Core i5-13420H رم 16GB حافظه 1TB SSD گرافیک 6GB,HP Victus 15-FA1093DX Core i5-13420H 16GB 1TB SSD 6GB 3050 FHD Laptop,0.0,43038010.0
358,1.59,نوت بوک (لپ تاپ),15.6,fhd ips,1080 * 1920,INTEL,Core i7,i7-1355U,8.0,528.0,SSD,SSD NVMe,Nvidia,mx550gddr6,,42000000.0,41100000.0,لپ تاپ 15.6 اینچی اچ پی مدل FD0237nia - A پردازنده Core i7 رم 8GB حافظه 512GB SSD گرافیک 2GB,FD0237nia - A Core i7 1355U 8GB 512GB SSD 2GB Full HD Laptop,2.14,42080862.5
359,1.59,نوت بوک (لپ تاپ),15.6,fhd ips,1080 * 1920,INTEL,Core i5,i5-1335U,8.0,1024.0,SSD,SSD NVMe,Nvidia,mx550gddr6,,37400000.0,36600000.0,لپ تاپ 15.6 اینچی اچ پی مدل FD0245nia - B پردازنده Core i5 رم 8GB حافظه 1TB SSD گرافیک 2GB,HP FD0245nia - B Core i5 1335U 8GB 1TB SSD 2GB Full HD Laptop,2.14,39353687.5
360,1.59,نوت بوک (لپ تاپ),15.6,fhd ips,1080 * 1920,INTEL,Core i5,i5-1335U,8.0,528.0,SSD,SSD NVMe,Nvidia,mx550gddr6,,35300000.0,34800000.0,لپ تاپ 15.6 اینچی اچ پی مدل FD0245nia - A پردازنده Core i5 رم 8GB حافظه 512GB SSD گرافیک 2GB,FD0245nia - A Core i5 1335U 8GB 512GB SSD 2GB Full HD Laptop,1.42,39421677.5
361,1.59,نوت بوک (لپ تاپ),15.6,fhd ips,1080 * 1920,INTEL,Core i7,i7-1355U,8.0,1024.0,SSD,SSD NVMe,Nvidia,mx550gddr6,,43690000.0,42690000.0,لپ تاپ 15.6 اینچی اچ پی مدل FD0237nia - B پردازنده Core i7 رم 8GB حافظه 1TB SSD گرافیک 2GB,HP FD0237nia - B Core i7 1355U 8GB 1TB SSD 2GB Full HD Laptop,2.29,42123392.5
363,1.59,نوت بوک (لپ تاپ),15.6,fhd ips,1080 * 1920,INTEL,Core i7,i7-1355U,16.0,1024.0,SSD,SSD NVMe,Nvidia,mx550gddr6,,45000000.0,44500000.0,لپ تاپ 15.6 اینچی اچ پی مدل FD0237nia - C پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک 2GB,HP FD0237nia - C Core i7 1355U 8GB 1TB SSD 2GB Full HD Laptop,1.11,42312302.5
364,2.3,نوت بوک (لپ تاپ),16.0,ips,1080 * 1920,AMD,Ryzen 7,Ryzen 7 5800H,16.0,1024.0,SSD,SSD NVMe,AMD,radeonrx6600m,,,45500000.0,لپ تاپ 16 اینچی اچ پی مدل OMEN 16 C0002dx - A پردازنده Ryzen 7 5800H رم 16GB حافظه 1TB SSD گرافیک 8GB,OMEN 16 C0002dx - A Ryzen 7 5800H 16GB 1TB SSD 8GB RX6600M Full HD IPS Laptop,0.0,97441640.0
365,2.3,نوت بوک (لپ تاپ),16.0,ips,1080 * 1920,AMD,Ryzen 7,Ryzen 7 5800H,32.0,1024.0,SSD,SSD NVMe,AMD,radeonrx6600m,,,47550000.0,لپ تاپ 16 اینچی اچ پی مدل OMEN 16 C0002dx - B پردازنده Ryzen 7 5800H رم 32GB حافظه 1TB SSD گرافیک 8GB,OMEN 16 C0002dx - B Ryzen 7 5800H 32GB 1TB SSD 8GB RX6600M Full HD IPS Laptop,0.0,105512660.0
366,1.53,نوت بوک (لپ تاپ),13.5,pixelsense™ display,2000 * 3000,INTEL,Core i7,i7-8650U,8.0,256.0,SSD,,Nvidia,geforce®gtx1050gddr5,Microsoft Windows 10,50388000.0,49388000.0,لپ تاپ مایکروسافت 13 اینچ مدل Surface Book 2 پردازنده Core i7 رم 8GB هارد 256GB گرافیک 2GB با صفحه نمایش لمسی,Surface Book 2 Core i7 8GB 256GB 2GB 13inch Touch,1.98,68460395.0
367,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,256.0,Hybrid,,Nvidia,geforcemx330,,28229000.0,28114000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i5 1135G7 رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB,VivoBook R565EP Core i5 1135G7 8GB 1TB 256GB SSD 2GB Full HD Laptop,0.41,31055200.0
368,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i5,i5-1135G7,12.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,,27599000.0,27389000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i5 1135G7 رم 12GB حافظه 512GB SSD گرافیک 2GB,VivoBook R565EP Core i5 1135G7 12GB 512GB SSD 2GB Full HD Laptop,0.76,30175182.5
369,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,16.0,1024.0,SSD,SSD NVMe,Nvidia,rtx3050,,44899000.0,44789000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11400H رم 16GB حافظه 1TB SSD گرافیک 4GB RTX3050,TUF Gaming FX506HC Core i5 11400H 16GB 1TB SSD 4GB RTX3050 Full HD Laptop,0.24,42953110.0
370,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,8.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,,42499000.0,42249000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11400H رم 8GB حافظه 512GB SSD گرافیک 4GB RTX3050,TUF Gaming FX506HC Core i5 11400H 8GB 512GB SSD 4GB RTX3050 Full HD Laptop,0.59,43815360.0
371,1.2,نوت بوک (لپ تاپ),13.5,pixelsense™ display,2256 * 1504,INTEL,Core i7,i7-1185G7,32.0,1024.0,SSD,,Intel,irisplus,Microsoft Windows 10,83500000.0,82500000.0,لپ تاپ 13 اینچی مایکروسافت مدل Surface Laptop 4 پردازنده Core i7-1185G7 رم 32GB حافظه 1TB SSD گرافیک Intel,Surface Laptop 4 13.5inch Core i7-1185G7 32GB 1TB SSD Intel Touch Laptop,1.2,78265910.0
372,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,16.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,,43499000.0,43299000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11400H رم 16GB حافظه 512GB SSD گرافیک 4GB RTX3050,TUF Gaming FX506HC Core i5 11400H 16GB 512GB SSD 4GB RTX3050 Full HD Laptop,0.46,43185930.0
374,1.8,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx330,,26999000.0,26889000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook R565EP پردازنده Core i5 1135G7 رم 8GB حافظه 512GB SSD گرافیک 2GB,VivoBook R565EP Core i5 1135G7 8GB 512GB SSD 2GB Full HD Laptop,0.41,30405307.5
375,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,32.0,1024.0,SSD,SSD NVMe,Nvidia,rtx3050,,47599000.0,47474000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11400H رم 32GB حافظه 1TB SSD گرافیک 4GB RTX3050,TUF Gaming FX506HC Core i5 11400H 32GB 1TB SSD 4GB RTX3050 Full HD Laptop,0.26,50314120.0
376,2.3,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11400H,32.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,,45399000.0,45289000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF FX506HC پردازنده Core i5 11400H رم 32GB حافظه 512GB SSD گرافیک 4GB RTX3050,TUF Gaming FX506HC Core i5 11400H 32GB 512GB SSD 4GB RTX3050 Full HD Laptop,0.24,50550450.0
377,1.2,نوت بوک (لپ تاپ),13.5,pixelsense™ display,2256 * 1504,INTEL,Core i7,i7-1185G7,16.0,256.0,SSD,,Intel,irisplus,Microsoft Windows 10,57888000.0,56888000.0,لپ تاپ 13 اینچی مایکروسافت مدل Surface Laptop 4 پردازنده Core i7-1185G7 رم 16GB حافظه 256GB SSD گرافیک Intel,Surface Laptop 4 13.5inch Core i7-1185G7 16GB 256GB SSD Intel Touch Laptop,1.73,66659240.0
387,1.7,نوت بوک (لپ تاپ),16.0,wuxga,1200*1920,INTEL,Core i7,i7-1255U,16.0,1024.0,SSD,SSD NVMe,Intel,irisplus,,33999000.0,33800000.0,لپ تاپ ایسوس 16 اینچی مدل VivoBook R1605ZA پردازنده Core i7 رم 16GB حافظه 1TB SSD گرافیک INTEL,VivoBook R1605ZA Core i7 1255U 16GB 1TB SSD INTEL WUXGA Laptop,0.59,57966817.5
390,2.5,نوت بوک (لپ تاپ),17.3,ips,1080 * 1920,AMD,Ryzen 9,Ryzen 9 6900HX,32.0,2048.0,SSD,SSD NVMe,Nvidia,geforcertx3060,,72199000.0,72014000.0,لپ تاپ ایسوس 17.3 اینچی مدل ROG Strix G713RM-KH071 پردازنده Ryzen 9 رم 32GB حافظه 2TB SSD گرافیک 6GB 3060,ROG Strix G713RM-KH071 Ryzen 9 6900HX 32GB 2TB SSD 6GB RTX 3060 FHD Laptop,0.26,130429880.0
