,Weight,Category,Screen_size,Screen_type,Screen_resolution,CPU_Brand,CPU_series,CPU_model,RAM,Storage_amount,Storage_type,Storage_info,GPU_Brand,GPU_Model,OS,original_price,after_discount,persian_info,full_info,discount_percent,predicted_price
391,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,i3-1215U,8.0,256.0,SSD,SSD NVMe,Intel,uhd,,17566000.0,17441000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook X1502ZA پردازنده Core i3 1215U رم 8GB حافظه 256GB SSD گرافیک Intel,ASUS VivoBook X1502ZA Core i3 1215U 8GB 256GB SSD Intel Full HD Laptop,0.71,17416650.0
393,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,i3-1215U,8.0,528.0,SSD,SSD NVMe,Intel,uhd,,18399000.0,18199000.0,لپ تاپ ایسوس 15.6 اینچی مدل VivoBook X1502ZA پردازنده Core i3 1215U رم 8GB حافظه 512GB SSD گرافیک Intel,ASUS VivoBook X1502ZA Core i3 1215U 8GB 512GB SSD Intel Full HD Laptop,1.09,18047240.0
394,2.1,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,16.0,528.0,SSD,SSD NVMe,Intel,uhd,Dos,16800000.0,16700000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 16GB حافظه 512GB SSD گرافیک Intel,Aspire A315 Core i3-1115G4 16GB 512GB SSD Intel Full HD Laptop,0.6,18625410.0
398,2.1,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,528.0,SSD,SSD NVMe,Intel,uhd,Dos,,16200000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 8GB حافظه 512GB SSD گرافیک Intel,Aspire A315 Core i3-1115G4 8GB 512GB SSD Intel Full HD Laptop,0.0,18079220.0
399,2.1,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,256.0,SSD,SSD NVMe,Intel,uhd,Dos,,15500000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 8GB حافظه 256GB SSD گرافیک Intel,Aspire A315 Core i3-1115G4 8GB 256GB SSD Intel Full HD Laptop,0.0,17431730.0
400,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5 12500H,8.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,,45999000.0,45809000.0,لپ تاپ ایسوس 15.6 اینچی مدل TUF Gaming FX507ZC پردازنده Core i5 12500H رم 8GB حافظه 512GB SSD گرافیک 4GB RTX3050,TUF Gaming FX507ZC Core i5 12500H 8GB 512GB SSD 4GB RTX3050 Full HD Laptop,0.41,42794120.0
402,2.1,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,4.0,256.0,SSD,SSD NVMe,Intel,uhd,Dos,,14800000.0,لپ تاپ 15.6 اینچی ایسر مدل Aspire A315 پردازنده Core i3-1115G4 رم 4GB حافظه 256GB SSD گرافیک Intel,Aspire A315 Core i3-1115G4 4GB 256GB SSD Intel Full HD Laptop,0.0,16024960.0
405,1.62,نوت بوک (لپ تاپ),15.6,fhd tn,1080 * 1920,INTEL,Core i3,i3-1215U,12.0,256.0,Hybrid,,Intel,uhd,Dos,17350000.0,17250000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1215U رم 12GB حافظه 1TB 256GB SSD گرافیک Intel,Ideapad 3 Core i3 1215U 12GB 1TB 256GB SSD Intel FHD Laptop,0.58,22300830.0
407,1.62,نوت بوک (لپ تاپ),15.6,fhd tn,1080 * 1920,INTEL,Core i3,i3-1215U,8.0,256.0,Hybrid,,Intel,uhd,Dos,,16755000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1215U رم 8GB حافظه 1TB 256GB SSD گرافیک Intel,Ideapad 3 Core i3 1215U 8GB 1TB 256GB SSD Intel FHD Laptop,0.0,21789810.0
408,1.66,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i3,I3-1115G4,4.0,528.0,SSD,SSD NVMe,Nvidia,geforcemx450,Dos,,16200000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 5 پردازنده Core i3 رم 4GB حافظه 512GB SSD گرافیک 2GB,Ideapad 5 Core i3 1115G4 4GB 512GB SSD 2GB MX450 FHD IPS Laptop,0.0,17961317.5
410,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,20.0,256.0,Hybrid,SSD NVMe,Intel,uhd,Dos,19190000.0,18990000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 20GB حافظه 1TB 256GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 20GB 1TB 256GB SSD Intel FHD Laptop,1.04,18202290.0
411,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,528.0,SSD,SSD NVMe,Nvidia,nvidiageforcemx350gddr5,Dos,19500000.0,19400000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده Core i3 1115G4 رم 12GB حافظه 512GB SSD گرافیک 2GB MX350 فول اچ دی,V15 Core i3 1115G4 12GB 512GB SSD 2GB MX350 Full HD Laptop,0.51,20369062.5
413,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-12650H,16.0,528.0,SSD,SSD NVMe,Nvidia,rtx3050,,47430000.0,47230000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad Gaming 3 پردازنده Core i7 12650H رم 16GB حافظه 512GB SSD گرافیک 4GB 3050,IdeaPad Gaming 3 Core i7 12650H 16GB 512GB SSD 4GB 3050 FHD Laptop,0.42,44431890.0
414,1.64,نوت بوک (لپ تاپ),14.0,ips,1080 * 1920,INTEL,Core i5,i5 - 1235U,8.0,256.0,SSD,SSD NVMe,Nvidia,mx550gddr6,Dos,,41000000.0,لپ تاپ 14 اینچی لنوو مدل ThinkPad E14 پردازنده Core i5 1235U رم 8GB حافظه 256GB SSD گرافیک 2GB MX550,ThinkPad E14 Core i5 1235U 8GB 256GB SSD 2GB MX550 Full HD IPS Laptop,0.0,53656020.0
416,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,528.0,SSD,SSD NVMe,Nvidia,nvidiageforcemx350gddr5,Dos,19190000.0,18990000.0,لپ تاپ لنوو 15.6 اینچی مدل V15 پردازنده Core i3 1115G4 رم 8GB حافظه 512GB SSD گرافیک 2GB MX350 فول اچ دی,V15 Core i3 1115G4 8GB 512GB SSD 2GB MX350 Full HD Laptop,1.04,19780212.5
417,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,20.0,128.0,Hybrid,SSD NVMe,Intel,uhd,Dos,18640000.0,18540000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 20GB حافظه 1TB 128GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 20GB 1TB 128GB SSD Intel FHD Laptop,0.54,18202290.0
418,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,36.0,128.0,Hybrid,SSD NVMe,Intel,uhd,Dos,20290000.0,20190000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 36GB حافظه 1TB 128GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 36GB 1TB 128GB SSD Intel FHD Laptop,0.49,26979510.0
419,1.63,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i5,i5 - 1235U,8.0,256.0,SSD,SSD NVMe,Intel,uhd,Dos,23400000.0,23300000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i5 1235U رم 8GB حافظه 256GB SSD گرافیک Intel,Ideapad 3 Core i5 1235U 8GB 256GB SSD Intel Full HD Laptop,0.43,32730180.0
420,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,36.0,256.0,Hybrid,SSD NVMe,Intel,uhd,Dos,20550000.0,20450000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 36GB حافظه 1TB 256GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 36GB 1TB 256GB SSD Intel FHD Laptop,0.49,26979510.0
421,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,20.0,528.0,Hybrid,SSD NVMe,Intel,uhd,Dos,19535000.0,19435000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 20GB حافظه 1TB 512GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 20GB 1TB 512GB SSD Intel FHD Laptop,0.51,18679950.0
422,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,128.0,Hybrid,SSD NVMe,Intel,uhd,Dos,,17770000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 12GB حافظه 1TB 128GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 12GB 1TB 128GB SSD Intel FHD Laptop,0.0,18227630.0
423,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,256.0,Hybrid,SSD NVMe,Intel,uhd,Dos,,18150000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 12GB حافظه 1TB 256GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 12GB 1TB 256GB SSD Intel FHD Laptop,0.0,18227630.0
424,1.75,نوت بوک (لپ تاپ),15.6,fhd tn,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,528.0,SSD,SSD NVMe,Intel,uhd,Dos,,15655000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1115G4 رم 8GB حافظه 512GB SSD گرافیک Intel,Ideapad 3 Core i3 1115G4 8GB 512GB SSD Intel FHD Laptop,0.0,16588690.0
425,1.7,نوت بوک (لپ تاپ),15.6,tn,1080 * 1920,INTEL,Core i3,I3-1115G4,36.0,528.0,Hybrid,SSD NVMe,Intel,uhd,Dos,,20861000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 36GB حافظه 1TB 512GB SSD گرافیک Intel,ThinkBook 15 Core i3 1115G4 36GB 1TB 512GB SSD Intel FHD Laptop,0.0,27440960.0
426,2.4,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-13620H,16.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx4060,Dos,,59500000.0,لپ تاپ لنوو 15.6 اینچی مدل LOQ پردازنده Core i7 13620H رم 16GB حافظه 1TB SSD گرافیک 8GB 4060,LOQ Core i7 13620H 16GB 1TB SSD 8GB 4060 Full HD Laptop,0.0,62838179.64285714
427,2.4,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-13620H,16.0,528.0,SSD,SSD NVMe,Nvidia,geforcertx4060,Dos,,58000000.0,لپ تاپ لنوو 15.6 اینچی مدل LOQ پردازنده Core i7 13620H رم 16GB حافظه 512GB SSD گرافیک 8GB 4060,LOQ Core i7 13620H 16GB 512GB SSD 8GB 4060 Full HD Laptop,0.0,62862889.64285714
428,2.5,مک‌بوک,16.2,ips,3456*2234,Apple,M2 MAX,M2 MAX 12Core,32.0,1024.0,SSD,SSD NVMe,Apple,has38core,Apple Mac OS,191800000.0,190800000.0,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 2023 16inch MNWA3 پردازنده M2 Max (12C-38C) رم 32GB حافظه 1TB SSD,Apple MacBook Pro 2023 16‑inch MNWA3 M2 Max 12C-38C 32GB 1TB SSD Laptop,0.52,149470510.0
429,2.5,مک‌بوک,16.2,ips,3456*2234,Apple,M2 MAX,M2 MAX 12Core,32.0,1024.0,SSD,SSD NVMe,Apple,has38core,Apple Mac OS,179888000.0,178888000.0,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 2023 16inch MNWE3 پردازنده M2 Max (12C-38C) رم 32GB حافظه 1TB SSD,Apple MacBook Pro 2023 16‑inch MNWE3 M2 Max 12C-38C 32GB 1TB SSD Laptop,0.56,149470510.0
430,2.4,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i7,i7-13620H,32.0,1024.0,SSD,SSD NVMe,Nvidia,geforcertx4060,Dos,,63500000.0,لپ تاپ لنوو 15.6 اینچی مدل LOQ پردازنده Core i7 13620H رم 32GB حافظه 1TB SSD گرافیک 8GB 4060,LOQ Core i7 13620H 32GB 1TB SSD 8GB 4060 Full HD Laptop,0.0,70394592.5
431,2.5,مک‌بوک,16.2,ips,3456*2234,Apple,M2 Pro,M2 Pro,16.0,528.0,SSD,,Apple,has19core,Apple Mac OS,120000000.0,119000000.0,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 2023 16inch MNWC3 پردازنده M2 Pro رم 16GB حافظه 512GB SSD,Apple MacBook Pro 2023 16‑inch MNWC3 M2 Pro 16GB 512GB SSD Laptop,0.83,141165990.0
432,1.6,مک‌بوک,14.2,ips,3024*1964,Apple,M2 Pro,M2 Pro,16.0,528.0,SSD,SSD NVMe,Apple,has16core,Apple Mac OS,,104900000.0,لپ تاپ اپل 14 اینچ مدل Mac Book Pro 2023 14inch MPHE3 پردازنده M2 Pro رم 16GB حافظه 512GB SSD,Apple MacBook Pro 2023 14‑inch MPHE3 M2 Pro 16GB 512GB SSD Laptop,0.0,105484220.0
433,1.6,مک‌بوک,14.2,ips,3024*1964,Apple,M2 Pro,M2 Pro,16.0,1024.0,SSD,SSD NVMe,Apple,has19core,Apple Mac OS,126000000.0,125500000.0,لپ تاپ اپل 14 اینچ مدل Mac Book Pro 2023 14inch MPHF3 پردازنده M2 Pro رم 16GB حافظه 1TB SSD,Apple MacBook Pro 2023 14‑inch MPHF3 M2 Pro 16GB 1TB SSD Laptop,0.4,105845110.0
434,2.5,مک‌بوک,16.2,ips,3456*2234,Apple,M2 Pro,M2 Pro,16.0,1024.0,SSD,SSD NVMe,Apple,has19core,Apple Mac OS,129000000.0,128000000.0,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 2023 16inch MNWD3 پردازنده M2 Pro رم 16GB حافظه 1TB SSD,Apple MacBook Pro 2023 16‑inch MNWD3 M2 Pro 16GB 1TB SSD Laptop,0.78,141209610.0
435,1.6,مک‌بوک,14.2,ips,3024*1964,Apple,M2 Pro,M2 Pro,16.0,528.0,SSD,SSD NVMe,Apple,has16core,Apple Mac OS,105000000.0,104500000.0,لپ تاپ اپل 14 اینچ مدل Mac Book Pro 2023 14inch MPHH3 پردازنده M2 Pro رم 16GB حافظه 512GB SSD,Apple MacBook Pro 2023 14‑inch MPHH3 M2 Pro 16GB 512GB SSD Laptop,0.48,105484220.0
436,2.5,مک‌بوک,16.2,ips,3456*2234,Apple,M2 Pro,M2 Pro,16.0,1024.0,SSD,SSD NVMe,Apple,has19core,Apple Mac OS,130000000.0,129000000.0,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 2023 16inch MNW93 پردازنده M2 Pro رم 16GB حافظه 1TB SSD,Apple MacBook Pro 2023 16‑inch MNW93 M2 Pro 16GB 1TB SSD Laptop,0.77,141209610.0
437,2.5,مک‌بوک,16.2,ips,3456*2234,Apple,M2 Pro,M2 Pro,16.0,528.0,SSD,,Apple,has19core,Apple Mac OS,114000000.0,113000000.0,لپ تاپ اپل 16 اینچ مدل Mac Book Pro 2023 16inch MNW83 پردازنده M2 Pro رم 16GB حافظه 512GB SSD,Apple MacBook Pro 2023 16‑inch MNW83 M2 Pro 16GB 512GB SSD Laptop,0.88,141165990.0
438,1.6,مک‌بوک,14.2,ips,3024*1964,Apple,M2 Pro,M2 Pro,16.0,1024.0,SSD,SSD NVMe,Apple,has19core,Apple Mac OS,,127000000.0,لپ تاپ اپل 14 اینچ مدل Mac Book Pro 2023 14inch MPHJ3 پردازنده M2 Pro رم 16GB حافظه 1TB SSD,Apple MacBook Pro 2023 14‑inch MPHJ3 M2 Pro 16GB 1TB SSD Laptop,0.0,105845110.0
439,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,256.0,SSD,SSD NVMe,Apple,M210,,70300000.0,69300000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Space Gray MQKP3  پردازنده M2 رم 8GB حافظه 256GB SSD,Apple MacBook Air 2023 Space Gray MQKP3 M2 8GB 256GB SSD 15-inch Laptop,1.42,62718460.0
440,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,256.0,SSD,SSD NVMe,Apple,M210,,72500000.0,71500000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Midnight MQKW3  پردازنده M2 رم 8GB حافظه 256GB SSD,Apple MacBook Air 2023 Midnight MQKW3 M2 8GB 256GB SSD 15-inch Laptop,1.38,62718460.0
441,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,528.0,SSD,SSD NVMe,Apple,M210,,82988000.0,81988000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Starlight MQKV3 پردازنده M2 رم 8GB حافظه 512GB SSD,Apple MacBook Air 2023 Starlight MQKV3 M2 8GB 512GB SSD 15-inch Laptop,1.2,64683710.0
442,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,256.0,SSD,SSD NVMe,Apple,M210,,64388000.0,63388000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Starlight MQKU3  پردازنده M2 رم 8GB حافظه 256GB SSD,Apple MacBook Air 2023 Starlight MQKU3 M2 8GB 256GB SSD 15-inch Laptop,1.55,62718460.0
443,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,528.0,SSD,SSD NVMe,Apple,M210,,81300000.0,80300000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Midnight MQKX3 پردازنده M2 رم 8GB حافظه 512GB SSD,Apple MacBook Air 2023 Midnight MQKX3 M2 8GB 512GB SSD 15-inch Laptop,1.23,64683710.0
444,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,256.0,SSD,SSD NVMe,Apple,M210,,64300000.0,63300000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Silver MQKR3  پردازنده M2 رم 8GB حافظه 256GB SSD,Apple MacBook Air 2023 Silver MQKR3 M2 8GB 256GB SSD 15-inch Laptop,1.56,62718460.0
445,1.51,مک‌بوک,15.0,15.3inch liquid retina display with true tone,1800 * 2880,Apple,M2,8core CPU with 4 performance cores and 4 efficiency cores/10core GPU,8.0,528.0,SSD,SSD NVMe,Apple,M210,,,79400000.0,لپ تاپ اپل 15.3 اینچی مدل Apple MacBook Air 2023 Silver MQKT3 پردازنده M2 رم 8GB حافظه 512GB SSD,Apple MacBook Air 2023 Silver MQKT3 M2 8GB 512GB SSD 15-inch Laptop,0.0,64683710.0
447,1.75,نوت بوک (لپ تاپ),15.6,fhd tn,1080 * 1920,INTEL,Core i3,I3-1115G4,12.0,256.0,SSD,SSD NVMe,Intel,uhd,Dos,15600000.0,15400000.0,لپ تاپ لنوو 15.6 اینچ مدل Ideapad 3 پردازنده Core i3 1115G4 رم 12GB حافظه 256GB SSD گرافیک Intel,Ideapad 3 Core i3 1115G4 12GB 256GB SSD Intel FHD Laptop,1.28,16913010.0
456,1.7,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i3,I3-1115G4,4.0,256.0,SSD,SSD NVMe,Nvidia,geforcemx450,Dos,,19650000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 4GB حافظه 256GB SSD گرافیک 2GB MX450,ThinkBook 15 Core i3 1115G4 4GB 256GB SSD 2GB MX450 FHD Laptop,0.0,17616670.0
458,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11300H,16.0,256.0,Hybrid,SSD NVMe,Nvidia,geforcertx3060,,,35500000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad Gaming 3 پردازنده Core i5-11300H رم 16GB حافظه 1TB 256GB SSD گرافیک 4GB 1650,IdeaPad Gaming 3 Core i5-11300H 16GB 1TB 256GB SSD 4GB 1650 Full HD Laptop,0.0,38981485.0
459,1.7,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i3,I3-1115G4,8.0,256.0,SSD,SSD NVMe,Nvidia,geforcemx450,Dos,20300000.0,20250000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i3 1115G4 رم 8GB حافظه 256GB SSD گرافیک 2GB MX450,ThinkBook 15 Core i3 1115G4 8GB 256GB SSD 2GB MX450 FHD Laptop,0.25,19533130.0
460,1.7,نوت بوک (لپ تاپ),15.6,tn full hd,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,1024.0,HDD,,Nvidia,geforcemx450,Dos,27750000.0,27550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i5 1135G7 رم 8GB حافظه 1TB گرافیک 2GB,ThinkBook 15 Core i5 1135G7 8GB 1TB 2GB MX450 Full HD Laptop,0.72,31424557.5
461,1.7,نوت بوک (لپ تاپ),15.6,fhd,1080 * 1920,INTEL,Core i7,i7 1165G7,16.0,256.0,Hybrid,SSD NVMe,Nvidia,geforcemx450,Dos,33750000.0,33550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i7 1165G7 رم 16GB حافظه 1TB 256GB SSD گرافیک 2GB,ThinkBook 15 Core i7 1165G7 16GB 1TB 256GB SSD 2GB MX450 Full HD Laptop,0.59,34696902.5
463,1.7,نوت بوک (لپ تاپ),15.6,tn full hd,1080 * 1920,INTEL,Core i5,i5-1135G7,16.0,256.0,Hybrid,SSD NVMe,Nvidia,geforcemx450,Dos,29650000.0,29550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i5 1135G7 رم 16GB حافظه 1TB 256GB SSD گرافیک 2GB,ThinkBook 15 Core i5 1135G7 16GB 1TB 256GB SSD 2GB MX450 Full HD Laptop,0.34,31735977.5
464,1.7,نوت بوک (لپ تاپ),15.6,tn full hd,1080 * 1920,INTEL,Core i5,i5-1135G7,8.0,256.0,Hybrid,SSD NVMe,Nvidia,geforcemx450,Dos,28750000.0,28550000.0,لپ تاپ لنوو 15.6 اینچی مدل ThinkBook 15 پردازنده Core i5 1135G7 رم 8GB حافظه 1TB 256GB SSD گرافیک 2GB,ThinkBook 15 Core i5 1135G7 8GB 1TB 256GB SSD 2GB MX450 Full HD Laptop,0.7,31793195.0
466,2.2,نوت بوک (لپ تاپ),15.6,ips,1080 * 1920,INTEL,Core i5,i5-11300H,8.0,256.0,SSD,SSD NVMe,Nvidia,geforcertx3060,,,33500000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad Gaming 3 پردازنده Core i5-11300H رم 8GB حافظه 256GB SSD گرافیک 4GB 1650,IdeaPad Gaming 3 Core i5-11300H 8GB 256GB SSD 4GB 1650 Full HD Laptop,0.0,39395280.0
472,1.75,نوت بوک (لپ تاپ),15.6,fhd tn,1080 * 1920,INTEL,Core i3,I3-1115G4,4.0,1024.0,HDD,,Intel,uhd,Dos,14850000.0,14650000.0,لپ تاپ لنوو 15.6 اینچی مدل Ideapad 3 پردازنده Core i3 1115G4 رم 4GB حافظه 1TB گرافیک Intel,Ideapad 3 Core i3 1115G4 4GB 1TB Intel FHD Laptop,1.35,15257660.0
