,Weight,Screen_size,resolution1,resolution2,CPU_Brand,RAM,storage_amount,Storage_type,GPU_Brand,OS,Pred_Class
624,2.2,15.6,1920.0,1080.0,2,8,1000,0,0,6,3
626,2.2,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
627,2.2,15.6,1920.0,1080.0,2,8,1128,1,0,6,6
628,2.2,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
630,2.2,15.6,1920.0,1080.0,2,8,2128,1,0,6,0
631,2.2,15.6,1920.0,1080.0,2,16,1128,1,4,6,6
632,2.2,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
633,2.2,15.6,1920.0,1080.0,2,16,2256,1,0,6,0
634,2.2,17.3,1920.0,1080.0,2,12,1128,1,4,6,6
635,2.21,15.6,1920.0,1080.0,2,12,1128,1,4,6,6
636,2.23,15.6,1366.0,768.0,2,4,500,0,3,6,5
637,2.23,15.6,1366.0,768.0,2,6,1000,0,3,6,3
638,2.23,15.6,1920.0,1080.0,0,8,256,2,0,6,5
639,2.23,15.6,1920.0,1080.0,2,4,256,2,4,6,5
640,2.23,15.6,1920.0,1080.0,2,4,1000,0,4,6,3
641,2.23,15.6,1920.0,1080.0,2,8,500,0,0,6,3
642,2.23,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
643,2.23,15.6,1920.0,1080.0,2,8,1064,1,4,6,6
644,2.24,15.6,1366.0,768.0,2,4,500,0,0,6,5
645,2.24,15.6,1366.0,768.0,2,4,500,0,3,6,5
646,2.24,15.6,1920.0,1080.0,2,8,1000,0,0,6,3
647,2.24,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
648,2.24,15.6,1920.0,1080.0,2,24,512,2,4,6,5
649,2.25,15.6,1366.0,768.0,2,4,500,0,0,6,5
652,2.25,15.6,1366.0,768.0,2,12,1000,0,3,6,3
654,2.25,15.6,1920.0,1080.0,2,4,1000,0,3,6,3
655,2.26,15.6,1920.0,1080.0,2,12,2512,1,4,6,0
656,2.29,15.6,1366.0,768.0,2,4,500,0,3,6,5
657,2.29,15.6,1366.0,768.0,2,8,1000,0,3,6,3
658,2.3,15.6,1366.0,768.0,2,4,128,2,0,6,5
659,2.3,15.6,1366.0,768.0,2,4,128,2,3,6,5
660,2.3,15.6,1366.0,768.0,2,4,256,2,3,6,5
661,2.3,15.6,1366.0,768.0,2,4,500,0,3,6,5
662,2.3,15.6,1366.0,768.0,2,4,1000,0,3,6,3
663,2.3,15.6,1366.0,768.0,2,6,1000,0,3,6,3
665,2.3,15.6,1366.0,768.0,2,8,1000,0,3,6,3
667,2.3,15.6,1366.0,768.0,2,12,1000,0,3,6,3
669,2.3,15.6,1920.0,1080.0,2,4,256,2,0,6,5
670,2.3,15.6,1920.0,1080.0,2,4,500,0,0,6,5
671,2.3,15.6,1920.0,1080.0,2,4,1000,0,4,6,3
672,2.3,15.6,1920.0,1080.0,2,8,128,0,3,6,3
674,2.3,15.6,1920.0,1080.0,2,8,256,2,3,6,5
675,2.3,15.6,1920.0,1080.0,2,8,256,2,4,6,5
676,2.3,15.6,1920.0,1080.0,2,8,1000,0,3,6,3
678,2.3,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
679,2.3,15.6,1920.0,1080.0,2,12,2000,0,4,6,0
680,2.3,15.6,1920.0,1080.0,2,16,256,2,0,6,5
681,2.3,15.6,1920.0,1080.0,2,16,1000,0,0,6,3
682,2.3,15.6,3840.0,2160.0,2,16,512,2,4,6,8
683,2.3,15.6,3840.0,2160.0,2,16,2512,1,4,6,0
684,2.31,14.0,1366.0,768.0,2,4,500,0,3,6,5
685,2.31,14.0,1366.0,768.0,2,8,256,2,3,6,5
686,2.31,15.6,1366.0,768.0,2,4,500,0,3,6,5
687,2.31,15.6,1920.0,1080.0,2,4,500,0,3,6,5
688,2.31,15.6,1920.0,1080.0,2,8,256,2,3,6,5
689,2.31,15.6,1920.0,1080.0,2,8,512,2,3,6,5
691,2.32,15.6,1920.0,1080.0,2,4,1000,1,3,6,6
693,2.32,15.6,1920.0,1080.0,2,8,1000,1,0,6,6
694,2.32,15.6,1920.0,1080.0,2,16,2000,0,0,6,0
696,2.33,15.6,1920.0,1080.0,2,8,256,2,0,6,5
697,2.33,15.6,1920.0,1080.0,2,8,1128,1,0,6,6
698,2.34,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
699,2.36,15.6,1366.0,768.0,2,8,1000,0,0,6,3
700,2.36,15.6,1366.0,768.0,2,8,2000,0,3,6,0
701,2.36,15.6,1920.0,1080.0,2,8,256,2,0,6,5
702,2.36,15.6,1920.0,1080.0,2,8,1000,0,0,6,3
703,2.36,15.6,1920.0,1080.0,2,8,1128,1,0,6,6
705,2.36,17.3,1600.0,900.0,2,4,1000,0,0,6,3
706,2.37,15.6,1366.0,768.0,2,4,256,2,3,6,5
707,2.37,15.6,1366.0,768.0,2,4,1000,0,3,6,3
708,2.37,15.6,1920.0,1080.0,2,8,256,2,3,6,5
709,2.37,15.6,1920.0,1080.0,2,8,1000,0,3,6,3
710,2.38,15.6,1366.0,768.0,2,4,500,0,3,6,5
711,2.4,12.5,1366.0,768.0,2,4,128,2,3,6,5
712,2.4,15.6,1366.0,768.0,0,4,500,0,0,6,5
713,2.4,15.6,1366.0,768.0,0,8,1000,0,0,6,6
715,2.4,15.6,1366.0,768.0,2,4,500,0,3,6,5
716,2.4,15.6,1366.0,768.0,2,4,1000,0,3,6,3
717,2.4,15.6,1920.0,1080.0,0,6,1000,0,0,6,3
718,2.4,15.6,1920.0,1080.0,2,4,1000,0,3,6,3
719,2.4,15.6,1920.0,1080.0,2,4,1000,0,4,6,3
720,2.4,15.6,1920.0,1080.0,2,6,128,2,4,6,5
721,2.4,15.6,1920.0,1080.0,2,6,256,2,4,6,5
722,2.4,15.6,1920.0,1080.0,2,6,1000,0,3,6,3
724,2.4,15.6,1920.0,1080.0,2,8,256,2,4,6,5
726,2.4,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
728,2.4,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
730,2.4,15.6,1920.0,1080.0,2,8,1256,1,4,6,6
731,2.4,15.6,1920.0,1080.0,2,12,1128,1,4,6,6
732,2.4,15.6,1920.0,1080.0,2,16,256,2,4,6,5
734,2.4,15.6,1920.0,1080.0,2,16,512,2,4,6,5
735,2.4,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
736,2.4,15.6,1920.0,1080.0,2,16,2256,1,4,6,0
737,2.4,17.3,3840.0,2160.0,2,16,512,2,4,6,8
738,2.43,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
739,2.43,17.3,1920.0,1080.0,2,16,2256,1,4,6,0
740,2.43,17.3,3840.0,2160.0,2,16,2512,1,4,6,0
742,2.45,15.6,1920.0,1080.0,0,8,1000,0,0,6,3
743,2.5,15.6,1366.0,768.0,2,8,1000,0,0,6,3
744,2.5,15.6,1920.0,1080.0,0,16,1512,1,0,6,6
746,2.5,15.6,1920.0,1080.0,2,8,256,2,4,6,5
748,2.5,15.6,1920.0,1080.0,2,8,1000,1,0,6,6
749,2.5,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
750,2.5,15.6,1920.0,1080.0,2,16,256,2,4,6,5
751,2.5,15.6,1920.0,1080.0,2,16,512,2,4,6,5
752,2.5,15.6,1920.0,1080.0,2,16,1000,1,0,6,6
753,2.5,15.6,1920.0,1080.0,2,16,1128,1,4,6,6
754,2.5,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
755,2.5,15.6,3840.0,2160.0,2,16,512,2,4,6,8
756,2.5,15.6,3840.0,2160.0,2,16,1000,2,4,6,6
757,2.5,15.6,3840.0,2160.0,2,32,1000,2,4,6,6
758,2.5,17.3,1600.0,900.0,2,8,256,2,3,6,5
759,2.5,17.3,1920.0,1080.0,2,4,256,2,0,6,5
760,2.5,17.3,1920.0,1080.0,2,8,256,2,3,6,5
761,2.5,17.3,1920.0,1080.0,2,8,256,2,4,6,5
762,2.5,17.3,1920.0,1080.0,2,8,1000,0,4,6,6
763,2.5,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
764,2.5,17.3,1920.0,1080.0,2,16,512,2,4,6,5
765,2.54,17.3,1600.0,900.0,2,8,1000,0,3,6,3
766,2.56,15.6,1920.0,1080.0,2,8,256,2,4,6,5
767,2.56,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
768,2.56,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
769,2.56,15.6,1920.0,1080.0,2,16,512,2,4,6,5
770,2.59,15.6,1920.0,1080.0,2,8,256,2,4,6,5
771,2.59,15.6,1920.0,1080.0,2,16,1000,0,4,6,3
772,2.59,15.6,1920.0,1080.0,2,16,1128,1,4,6,6
773,2.591,15.6,1920.0,1080.0,2,8,1256,1,4,6,6
774,2.6,15.6,1920.0,1080.0,2,8,256,2,4,6,5
775,2.6,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
776,2.6,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
777,2.6,15.6,1920.0,1080.0,2,16,256,2,4,6,5
778,2.6,15.6,1920.0,1080.0,2,16,1128,1,4,6,6
779,2.6,17.0,1600.0,900.0,0,8,1000,0,0,6,6
780,2.6,17.3,1600.0,900.0,0,4,128,2,0,6,5
781,2.6,17.3,1920.0,1080.0,2,8,256,2,4,6,5
782,2.62,15.6,1920.0,1080.0,2,8,256,2,4,6,5
784,2.62,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
785,2.62,15.6,1920.0,1080.0,2,8,1000,1,4,6,6
786,2.62,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
787,2.62,15.6,1920.0,1080.0,2,12,1128,1,4,6,6
788,2.62,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
789,2.62,15.6,3840.0,2160.0,2,8,1128,1,4,6,6
790,2.62,15.6,3840.0,2160.0,2,16,512,2,4,6,8
791,2.62,17.3,1920.0,1080.0,2,12,1000,0,4,6,3
792,2.63,17.3,1600.0,900.0,2,8,1000,0,4,6,3
793,2.63,17.3,1920.0,1080.0,2,8,256,2,4,6,5
794,2.63,17.3,1920.0,1080.0,2,8,1000,0,4,6,6
795,2.65,15.6,1366.0,768.0,2,4,1000,0,3,6,3
796,2.65,15.6,1920.0,1080.0,2,8,256,2,4,6,5
797,2.65,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
798,2.65,15.6,1920.0,1080.0,2,8,1000,1,4,6,6
799,2.65,15.6,1920.0,1080.0,2,16,1128,1,4,6,6
800,2.65,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
801,2.65,15.6,3840.0,2160.0,2,16,1512,1,4,6,6
802,2.65,17.3,1600.0,900.0,2,8,1000,0,3,6,3
803,2.65,17.3,1920.0,1080.0,0,6,2000,0,0,6,0
804,2.67,15.6,1920.0,1080.0,2,8,256,2,3,6,5
805,2.67,15.6,1920.0,1080.0,2,8,256,2,4,6,5
806,2.67,15.6,1920.0,1080.0,2,8,512,2,4,6,5
807,2.69,17.3,1920.0,1080.0,2,8,756,1,4,6,6
809,2.7,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
810,2.7,17.3,1920.0,1080.0,2,8,256,2,4,6,5
811,2.7,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
812,2.7,17.3,1920.0,1080.0,2,8,1256,1,4,6,6
813,2.7,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
814,2.71,17.3,1920.0,1080.0,0,4,500,0,0,6,3
815,2.71,17.3,1920.0,1080.0,0,6,2000,0,0,6,0
816,2.71,17.3,1920.0,1080.0,2,6,2000,0,0,6,0
817,2.72,15.6,3840.0,2160.0,2,16,1128,1,4,6,6
818,2.73,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
819,2.73,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
820,2.73,17.3,1920.0,1080.0,2,16,1512,1,4,6,6
821,2.75,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
822,2.77,17.3,1920.0,1080.0,2,12,1000,0,4,6,3
823,2.77,17.3,1920.0,1080.0,2,16,512,2,4,6,5
824,2.79,17.3,1600.0,900.0,2,4,1000,0,4,6,3
825,2.8,14.0,2560.0,1440.0,2,16,512,2,3,6,8
826,2.8,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
827,2.8,15.6,3840.0,2160.0,2,16,1256,1,4,6,6
828,2.8,17.3,1366.0,768.0,2,4,1000,0,4,6,3
829,2.8,17.3,1600.0,900.0,0,4,500,0,0,6,5
830,2.8,17.3,1600.0,900.0,0,8,1000,0,0,6,6
831,2.8,17.3,1600.0,900.0,2,4,1000,0,3,6,3
832,2.8,17.3,1600.0,900.0,2,4,1000,0,4,6,3
833,2.8,17.3,1600.0,900.0,2,6,1000,0,4,6,3
834,2.8,17.3,1600.0,900.0,2,6,1128,1,4,6,6
840,2.8,17.3,1920.0,1080.0,2,8,1128,1,0,6,6
842,2.8,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
843,2.8,17.3,1920.0,1080.0,2,16,2256,1,0,6,0
845,2.9,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
846,2.9,17.3,1920.0,1080.0,2,16,1000,0,4,6,3
847,2.9,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
848,2.9,17.3,1920.0,1080.0,2,16,1512,1,4,6,6
849,2.94,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
850,2.99,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
851,3.0,15.6,1920.0,1080.0,2,8,256,2,4,6,7
852,3.0,17.3,1600.0,900.0,2,8,1000,0,0,6,3
853,3.0,17.3,1920.0,1080.0,2,4,256,2,4,6,5
854,3.0,17.3,1920.0,1080.0,2,4,1000,0,4,6,3
855,3.0,17.3,1920.0,1080.0,2,8,256,2,4,6,7
856,3.0,17.3,1920.0,1080.0,2,8,1000,0,0,6,3
857,3.0,17.3,1920.0,1080.0,2,8,1000,0,4,6,6
858,3.0,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
860,3.0,17.3,1920.0,1080.0,2,16,256,2,4,6,5
861,3.0,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
862,3.14,15.6,1920.0,1080.0,2,8,256,2,4,6,7
863,3.14,17.3,1600.0,900.0,2,8,500,0,4,6,5
864,3.14,17.3,1920.0,1080.0,2,8,500,0,4,6,3
865,3.2,15.6,1920.0,1080.0,2,8,1000,0,4,6,3
866,3.2,15.6,1920.0,1080.0,2,8,1256,1,4,6,6
867,3.2,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
868,3.2,15.6,1920.0,1080.0,2,16,1512,1,4,6,6
869,3.2,17.3,1920.0,1080.0,0,8,1256,1,0,6,6
870,3.2,17.3,1920.0,1080.0,0,16,1256,1,0,6,6
871,3.21,15.6,1920.0,1080.0,2,16,1128,1,4,6,6
872,3.21,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
873,3.21,15.6,3840.0,2160.0,2,16,1256,1,4,6,6
874,3.25,17.3,1920.0,1080.0,0,16,1256,1,0,6,6
875,3.3,17.3,1600.0,900.0,2,4,1000,0,4,6,3
876,3.3,17.3,1600.0,900.0,2,8,1000,0,4,6,3
877,3.31,15.6,1920.0,1080.0,2,8,1128,1,4,6,6
878,3.31,15.6,1920.0,1080.0,2,16,512,2,4,6,5
879,3.35,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
880,3.35,17.3,1920.0,1080.0,2,12,1256,1,4,6,6
881,3.35,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
882,3.4,17.3,1920.0,1080.0,2,8,256,2,4,6,7
883,3.42,17.3,1920.0,1080.0,2,16,256,2,4,6,5
884,3.49,15.6,1920.0,1080.0,2,16,1256,1,4,6,6
885,3.49,17.3,3840.0,2160.0,2,32,512,2,4,6,8
886,3.49,17.3,3840.0,2160.0,2,32,1000,2,4,6,8
887,3.52,17.3,1920.0,1080.0,2,8,1128,1,4,6,6
888,3.58,17.3,1920.0,1080.0,2,32,512,1,4,6,5
889,3.58,17.3,1920.0,1080.0,2,64,1000,2,4,6,7
890,3.6,17.3,1920.0,1080.0,2,16,256,2,4,6,5
891,3.74,17.3,1920.0,1080.0,2,12,1000,0,0,6,3
892,3.78,17.3,1920.0,1080.0,2,12,1000,0,4,6,3
893,3.78,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
894,3.8,17.3,1920.0,1080.0,2,32,512,2,4,6,5
896,4.0,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
897,4.14,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
898,4.14,17.3,1920.0,1080.0,2,16,1512,1,4,6,6
899,4.2,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
900,4.2,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
901,4.3,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
902,4.3,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
903,4.3,17.3,1920.0,1080.0,2,16,1512,1,4,6,6
904,4.33,17.3,1920.0,1080.0,2,24,1256,1,4,6,6
905,4.36,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
906,4.36,17.3,2560.0,1440.0,2,16,1512,1,4,6,6
907,4.36,17.3,3840.0,2160.0,2,16,1512,1,4,6,6
908,4.36,17.3,3840.0,2160.0,2,32,2000,1,4,6,0
909,4.4,18.4,1920.0,1080.0,2,32,1512,1,4,6,6
910,4.42,15.6,3840.0,2160.0,2,16,1256,1,4,6,6
911,4.42,17.3,1920.0,1080.0,2,8,1000,0,4,6,6
912,4.42,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
913,4.42,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
914,4.42,17.3,1920.0,1080.0,2,32,1256,1,4,6,6
915,4.42,17.3,1920.0,1080.0,2,32,1512,1,4,6,6
916,4.42,17.3,1920.0,1080.0,2,32,2000,1,4,6,0
917,4.42,17.3,2560.0,1440.0,2,16,1256,1,4,6,6
918,4.42,17.3,3840.0,2160.0,2,32,1512,1,4,6,6
919,4.5,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
920,4.6,17.3,1920.0,1080.0,2,16,1128,1,4,6,6
921,4.6,17.3,1920.0,1080.0,2,16,1256,1,4,6,6
922,4.6,17.3,1920.0,1080.0,2,32,1256,1,4,6,6
923,4.6,17.3,1920.0,1080.0,2,32,1512,1,4,6,6
924,4.7,17.3,1920.0,1080.0,2,32,1512,1,4,6,6
